ITEM,DESCRIP,Gauge,Color
SC22BKCG12          ,"22GA BLACK / CHARCOAL GREY SMP 12.668"" SLIT COIL                                                    ",22,BLACK/CHARCOAL GREY 
HF922BKCG           ,22GA BLACK / CHARCOAL GREY SMP HF9                                                                  ,22,BLACK/CHARCOAL GREY 
CLFL26BKBK48        ,"*CUSTOM LENGTH* 26GA BLACK / BLACK SMP 48"" FLAT                                                     ",26,BLACK/BLACK         
636SW24GD           ,24GA GOLD SMP 636SW                                                                                 ,24,BONE WHITE/WASH     
FLAT24KNOWA48120    ,"24GA KNOTTY PINE / WHITEWASH PE 48"" x 120"" FLAT                                                     ",24,KNOTTY PINE/WASH    
SC24KNOWA8          ,"24GA KNOTTY PINE / WHITEWASH PE 8.85"" SLIT COIL                                                     ",24,KNOTTY PINE/WASH    
CF24ASHWA36         ,"*36"" CUSTOM* 24GA ASHWOOD / WASH PE FLASHING                                                        ",24,ASHWOOD/WASH        
FLAT24ASHWA48120    ,"24GA ASHWOOD / WHITEWASH PE 48"" x 120"" FLAT                                                         ",24,ASHWOOD/WASH        
PB6P24ASHWA         ,*PERF* 24GA ASHWOOD / WHITEWASH PE PROBOARD 6                                                       ,24,ASHWOOD/WASH        
SC24ASHWA8          ,"24GA ASHWOOD / WHITEWASH PE 8.85"" SLIT COIL                                                         ",24,ASHWOOD/WASH        
636EAVE24MBWA       ,24GA METRO BROWN / WHITEWASH SMP 636EAVE                                                            ,24,METRO BROWN/WASH    
636GT24MB           ,24GA METRO BROWN SMP 636GT                                                                          ,24,BLACK/BLACK         
636GT24GD           ,24GA GOLD SMP 636GT                                                                                 ,24,BONE WHITE/WASH     
CORSB26CP           ,26GA COPPER PENNY PVDF CORSB                                                                        ,26,DARK BROWN/POLAR WHI
SC24CORWA8          ,"24GA CORTEN / WHITEWASH PE 8.85"" SLIT COIL                                                          ",24,CORTEN/WASH         
PRJT226IRONSW       ,26GA IRON ORE / SURF WHITE SMP PRJT2                                                                ,26,COLORED             
MC26CGCG48S         ,"26GA CHARCOAL GREY / CHARCOAL GREY SMP 48"" GR33 MASTER COIL                                         ",26,CHARCOAL GREY/CHARCO
SC24FORWA16         ,"24GA FOREST GREEN / WHITEWASH PVDF 16"" SLIT COIL                                                    ",24,FOREST GREEN/WASH   
SC24SLGWA12         ,"24GA SLATE GREY / WHITEWASH PVDF 12.668"" SLIT COIL                                                  ",24,SLATE GREY/WASH     
PRO1826CP           ,26GA COPPER PENNY PVDF PRO18                                                                        ,26,COPPER PENNY/WASH   
WSSKY2B26CGWA       ,26GA CHARCOAL GREY / WASH SMP WSSKY2B                                                               ,26,CHARCOAL GREY/WASH  
603729DBCG          ,29GA WF DARK BRONZE / CHARCOAL GREY SMP FLG37 (6037)                                                ,29,WF DARK BRONZE/CHARC
PRJT224BKWA         ,24GA BLACK / WASH SMP PRJT2                                                                         ,24,BLACK/WASH          
PBOCP26CGWA         ,26GA CHARCOAL GREY / WASH SMP PBOCP                                                                 ,26,CHARCOAL GREY/WASH  
PBEZOC24PW          ,24GA POLAR WHITE SMP PBEZOC                                                                         ,24,DARK BRONZE/CHARCOAL
HFICP22WS           ,22GA WEATHERING STEEL HFICP                                                                         ,22,COLORED             
COIL26CBPW12        ,"26GA COFFEE BROWN / POLAR WHITE SMP 12"" x 50' COIL                                                  ",26,COFFEE BROWN/POLAR W
COIL26CBPW36        ,"26GA COFFEE BROWN / POLAR WHITE SMP 36"" x 50' COIL                                                  ",26,COFFEE BROWN/POLAR W
SC24TEAWA6          ,"24GA TEAK / WHITEWASH PVDF 6.85"" SLIT COIL                                                          ",24,TEAK/WASH           
SC24LPWA6           ,"24GA LIGHT PINE / WHITEWASH PE 6.85"" SLIT COIL                                                      ",24,LIGHT PINE/WASH     
SC24KNOWA6          ,"24GA KNOTTY PINE / WHITEWASH PE 6.85"" SLIT COIL                                                     ",24,KNOTTY PINE/WASH    
SC24ASHWA6          ,"24GA ASHWOOD / WHITEWASH PE 6.85"" SLIT COIL                                                         ",24,ASHWOOD/WASH        
CLFL24FORWA48       ,"*CUSTOM LENGTH* 24GA FOREST GREEN / WHITEWASH PVDF 48"" FLAT                                         ",24,FOREST GREEN/WASH   
MCP18WW41S          ,"*PERF* 18GA WHITE WHITE 41"" GR33 MASTER COIL                                                        ",18,WHITE WHITE/WASH    
MCP22WWWA41S        ,"*PERF* 22GA WHITE WHITE / WASH 41"" GR33 MASTER COIL                                                 ",22,WHITE WHITE/WASH    
123622SBWW          ,22GA SLATE BLUE / WHITE WHITE SMP WF1236                                                            ,22,SLATE BLUE/WHITE WHI
CLFL24HGWA48        ,"*CUSTOM LENGTH* 24GA HARTFORD GREEN / WHITEWASH PVDF 48"" FLAT                                       ",24,HARTFORD GREEN/WASH 
DC24BSLWA           ,24GA BURNISHED SLATE / WHITEWASH TEX DURACLAD                                                       ,24,BURNISHED SLATE/WASH
123626DKPW          ,26GA DARK BROWN / POLAR WHITE SMP WF1236                                                            ,26,POLAR WHITE/DARK BRO
636EZT24CGWA        ,24GA CHARCOAL GREY / WASH SMP 636 EZLOK T-TRIM                                                      ,24,CHARCOAL GREY/WASH  
SC24TCWA9           ,"24GA TERRA COTTA / WHITEWASH PVDF 9.668"" SLIT COIL                                                  ",24,TERRA COTTA/WASH    
SC26ONXWA3          ,"26GA BLACK ONYX / WHITEWASH TEX 3.162"" SLIT COIL                                                    ",26,BLACK ONYX/WASH     
SC24CORWA9          ,"24GA CORTEN / WHITEWASH PE 9.668"" SLIT COIL                                                         ",24,CORTEN/WASH         
1236GT26GDSH        ,26GA GOLD / SAPPHIRE BLUE SMP 1236GT                                                                ,26,SAPPHIRE BLUE/GOLD  
1236JT126GDSH       ,26GA GOLD / SAPPHIRE BLUE SMP 1236JT1                                                               ,26,SAPPHIRE BLUE/GOLD  
1236CC26GDSH        ,26GA GOLD / SAPPHIRE BLUE SMP 1236CC                                                                ,26,SAPPHIRE BLUE/GOLD  
123626CBPW          ,26GA COFFEE BROWN / POLAR WHITE SMP WF1236                                                          ,26,POLAR WHITE/COFFEE B
FLAT26DKWW36120     ,"26GA DARK BROWN / WHITE WHITE SMP 36"" x 120"" FLAT                                                   ",26,DARK BROWN/WHITE WHI
HF12P22SMWA         ,*PERF* 22GA SILVER METALLIC / WHITEWASH PVDF HF12                                                   ,22,SILVER METALLIC/WASH
1236GT26SMWA        ,26GA SILVER METALLIC / WASH PVDF 1236GT                                                             ,26,SILVER METALLIC/WASH
PR1224BSLWA         ,24GA BURNISHED SLATE / WHITEWASH TEX PROLOK 12                                                      ,24,                    
DCDC24BRWA          ,24GA BRITE RED / WHITEWASH SMP DCDC                                                                 ,24,BRITE RED/WASH      
MC24TEAWA48S        ,"24GA TEAK / WASH PVDF PRINTECH 48"" GR33 MASTER COIL *S/O                                            ",24,TEAK/WASH           
MC24ASHWA48S        ,"24GA ASHWOOD / WASH PE PRINTECH 48"" GR33 MASTER COIL *S/O                                           ",24,ASHWOOD/WASH        
MC24KNOWA48S        ,"24GA KNOTTY PINE / WASH PE PRINTECH 48"" GR33 MASTER COIL *S/O                                       ",24,KNOTTY PINE/WASH    
COIL26SAGECW6       ,"26GA SAGE GREEN / CAMBRIDGE WHITE SMP 6"" x 50' COIL                                                 ",26,SAGE GREEN/CAMBRIDGE
PR12NR26TNWA        ,*NO RIB* 26GA TAN / WHITEWASH SMP PROLOK 12                                                         ,26,BRIARWOOD TAN/MELCH 
SC24ACWA20          ,"24GA AGED COPPER / WHITEWASH PVDF 20.25"" SLIT COIL                                                  ",24,AGED COPPER/WASH    
HFHD26CPWA          ,26GA COPPER PENNY / WHITEWASH PVDF HFHD                                                             ,26,COPPER PENNY/WASH   
FLAT24CTWA48120     ,"24GA CONCRETE / WHITEWASH PE 48"" x 120"" FLAT                                                        ",24,CONCRETE/WASH       
SC24CTWA6           ,"24GA CONCRETE / WHITEWASH PE 6.85"" SLIT COIL                                                        ",24,CONCRETE/WASH       
MC24CTWA48S         ,"24GA CONCRETE / WASH PE PRINTECH 48"" GR33 MASTER COIL *S/O                                          ",24,CONCRETE/WASH       
WF63624BUSW         ,24GA BURGUNDY / SURF WHITE SMP WF636                                                                ,24,Burgundy            
EZJ124PT            ,"24GA PACIFIC TURQUOISE SMP EZLOK J 1""                                                               ",24,BRITE RED/HERON BLUE
DC24SPGBK           ,24GA SPRUCE GREEN / BLACK SMP DURACLAD                                                              ,24,SPRUCE GREEN/BLACK  
COR24BSLWA          ,24GA BURNISHED SLATE / WHITEWASH TEX CORRUGATED                                                     ,24,COLORED             
PBICP24LB           ,24GA LABRADOR BLUE SMP PBICP                                                                        ,24,                    
1236EAVE26SMWA      ,26GA SILVER METALLIC / WASH PVDF 1236EAVE                                                           ,26,SILVER METALLIC/WASH
636EAVE26BWWA       ,26GA BONE WHITE / WHITEWASH SMP 636EAVE                                                             ,26,BONE WHITE/WASH     
MC22CRWA48S         ,"22GA COLONIAL RED / WASH PVDF 48"" GR33 MASTER COIL *S/O                                             ",22,COLONIAL RED/WASH   
SC22CRWA16          ,"22GA COLONIAL RED / WHITEWASH PVDF 16"" SLIT COIL                                                    ",22,COLONIAL RED/WASH   
LT1024WH            ,24GA BRITE WHITE SMP LT10                                                                           ,24,CLAY/WASH           
1236R26WACP         ,*REVERSE* 26GA WHITEWASH / COPPER PENNY PVDF WF1236                                                 ,26,COPPER PENNY/WASH   
HFJTV24WZWA         ,24GA WEATHERED ZINC / WASH PVDF HFJTV                                                               ,24,WEATHERED ZINC/WASH 
HFJTV24ONXWA        ,24GA BLACK ONYX / WASH TEX HFJTV                                                                    ,24,BLACK ONYX/WASH     
HF12W24WZWA         ,24GA WEATHERED ZINC / WHITEWASH PVDF HF12 WAVE                                                      ,24,DEEP WATER/CASHMERE 
HF12W24ONXWA        ,24GA BLACK ONXY / WHITEWASH TEX HF12 WAVE                                                           ,24,COLORED             
SC22IRONCA12        ,"22GA IRON ORE / CASHMERE SMP 12.668"" SLIT COIL                                                      ",22,IRON ORE/CASHMERE   
MESA26SMWA          ,26GA SILVER METALLIC / WHITEWASH PVDF MESA                                                          ,26,SILVER METALLIC/WASH
SC24IRONCA12        ,"24GA IRON ORE / CASHMERE SMP 12.668"" SLIT COIL                                                      ",24,IRON ORE/CASHMERE   
SC22OZGWA9          ,"22GA OLD ZINC GREY / WHITEWASH PVDF 9.668"" SLIT COIL                                                ",22,OLD ZINC GREY/WASH  
HF622OZGWA          ,22GA OLD ZINC GREY / WASH PVDF HF6                                                                  ,22,OLD ZINC GREY/WASH  
SC24PTTR8           ,"24GA PACIFIC TURQUOISE / TILE RED SMP 8.85"" SLIT COIL                                               ",24,PACIFIC TURQ/TILE RE
SC24OZGWA9          ,"24GA OLD ZINC GREY / WHITEWASH PVDF 9.668"" SLIT COIL                                                ",24,OLD ZINC GREY/WASH  
SC24BTDG20          ,"24GA BRIARWOOD TAN / CAS DARK GREEN SMP 20.25"" SLIT COIL                                            ",24,BRIARWOOD TAN/CAS DA
PR16NR24RGWA        ,*NO RIB* 24GA REGENT GREY / WHITEWASH SMP PROLOK 16                                                 ,24,BRIARWOOD TAN/WASH  
